数据结构与算法,提问同学,教师行为,案例名称,教师行为
数据结构与算法,二叉树的遍历,知识点,案例名称,知识点
数据结构与算法,为每个知识点设计一个小项目以巩固学习效果,建议,案例名称,建议
自动控制原理,3月22日8:30,时间,案例名称,时间
自动控制原理,三教,地点,案例名称,地点
自动控制原理,交头接耳/挠头,学生行为,案例名称,学生行为
自动控制原理,强调纪律,教师行为,案例名称,教师行为
自动控制原理,PID控制器的基本原理,知识点,案例名称,知识点
自动控制原理,通过引入仿真实验平台提升学生的动手能力,建议,案例名称,建议
经济学原理,4月18日16:00,时间,案例名称,时间
经济学原理,东教,地点,案例名称,地点
经济学原理,认真听讲/举手,学生行为,案例名称,学生行为
经济学原理,巡视教室,教师行为,案例名称,教师行为
经济学原理,供给与需求模型,知识点,案例名称,知识点
经济学原理,加入当下经济热点话题的分析，提升学生兴趣,建议,案例名称,建议
人工智能导论,11月10日14:00,时间,案例名称,时间
人工智能导论,三教,地点,案例名称,地点
人工智能导论,低头/看手机,学生行为,案例名称,学生行为
人工智能导论,授课,教师行为,案例名称,教师行为
人工智能导论,机器学习的基本概念,知识点,案例名称,知识点
人工智能导论,通过实际案例分析增强对知识点的理解,建议,案例名称,建议
电路与电子技术,5月15日9:30,时间,案例名称,时间
电路与电子技术,东教,地点,案例名称,地点
电路与电子技术,趴桌子/无法集中,学生行为,案例名称,学生行为
电路与电子技术,写板书,教师行为,案例名称,教师行为
电路与电子技术,串联与并联电路分析,知识点,案例名称,知识点
电路与电子技术,通过增加实验操作环节，帮助学生加深对电路知识的理解,建议,案例名称,建议
线性代数,3月10日10:00,时间,案例名称,时间
线性代数,东教,地点,案例名称,地点
线性代数,认真听讲/低头,学生行为,案例名称,学生行为
线性代数,写板书,教师行为,案例名称,教师行为
线性代数,矩阵的秩,知识点,案例名称,知识点
线性代数,结合实际案例，如图像处理中的矩阵应用，提升学习兴趣,建议,案例名称,建议
信号与系统,4月5日15:00,时间,案例名称,时间
信号与系统,三教,地点,案例名称,地点
信号与系统,看手机/挠头,学生行为,案例名称,学生行为
信号与系统,课件展示,教师行为,案例名称,教师行为
信号与系统,傅里叶变换的基本原理,知识点,案例名称,知识点
信号与系统,通过多媒体工具演示信号处理过程，帮助学生直观理解,建议,案例名称,建议
英语写作,6月20日13:30,时间,案例名称,时间
英语写作,东教,地点,案例名称,地点
英语写作,举手/积极回应,学生行为,案例名称,学生行为
英语写作,引导讨论,教师行为,案例名称,教师行为
英语写作,如何写出清晰的主题句,知识点,案例名称,知识点
英语写作,通过更多课堂练习和小组讨论提升学生写作能力,建议,案例名称,建议
计算机网络,9月15日14:00,时间,案例名称,时间
计算机网络,三教,地点,案例名称,地点
计算机网络,交头接耳/站立,学生行为,案例名称,学生行为
计算机网络,提问同学,教师行为,案例名称,教师行为
计算机网络,TCP/IP协议的基本结构,知识点,案例名称,知识点
计算机网络,通过模拟网络通信的实验帮助学生更好地理解协议,建议,案例名称,建议
化学原理,10月5日9:30,时间,案例名称,时间
化学原理,东教,地点,案例名称,地点
化学原理,趴桌子/低头,学生行为,案例名称,学生行为
化学原理,授课,教师行为,案例名称,教师行为
化学原理,化学键与分子结构,知识点,案例名称,知识点
化学原理,在课堂中增加化学实验演示环节，提升课堂趣味性,建议,案例名称,建议
概率论与数理统计,5月18日16:00,时间,案例名称,时间
概率论与数理统计,三教,地点,案例名称,地点
概率论与数理统计,看手机/无法集中,学生行为,案例名称,学生行为
概率论与数理统计,观察学生,教师行为,案例名称,教师行为
概率论与数理统计,正态分布的性质,知识点,案例名称,知识点
概率论与数理统计,通过趣味案例，如彩票概率问题，增加学习兴趣,建议,案例名称,建议
工程力学,7月2日10:00,时间,案例名称,时间
工程力学,东教,地点,案例名称,地点
工程力学,缺少兴趣/挠头,学生行为,案例名称,学生行为
工程力学,来回走动,教师行为,案例名称,教师行为
工程力学,静力学平衡条件,知识点,案例名称,知识点
工程力学,增加动手实践环节，比如设计简单模型，提升学生参与度,建议,案例名称,建议
数据挖掘,8月10日14:30,时间,案例名称,时间
数据挖掘,三教,地点,案例名称,地点
数据挖掘,积极回应/低头,学生行为,案例名称,学生行为
数据挖掘,授课,教师行为,案例名称,教师行为
数据挖掘,关联规则挖掘算法,知识点,案例名称,知识点
数据挖掘,通过实际案例，如电商数据分析，帮助学生理解算法应用,建议,案例名称,建议
国际贸易理论,3月12日15:30,时间,案例名称,时间
国际贸易理论,东教,地点,案例名称,地点
国际贸易理论,交头接耳/无法集中,学生行为,案例名称,学生行为
国际贸易理论,课堂管理,教师行为,案例名称,教师行为
国际贸易理论,比较优势理论,知识点,案例名称,知识点
国际贸易理论,增加实际国际贸易案例讨论，提升课堂实用性,建议,案例名称,建议
生物化学,11月8日8:00,时间,案例名称,时间
生物化学,三教,地点,案例名称,地点
生物化学,认真听讲/低头,学生行为,案例名称,学生行为
生物化学,强调纪律,教师行为,案例名称,教师行为
生物化学,酶的催化作用与机制,知识点,案例名称,知识点
生物化学,通过动画演示酶的催化过程，帮助学生直观理解,建议,案例名称,建议
