userId,rating,knowledgeId,name
1,3.0,96,暴力匹配算法
1,3.5,97,尾插法建立单链表
1,2.5,98,集合
1,5.0,99,图
1,3.5,10,分块查找
1,3.5,101,拉链法
1,5.0,102,深度优先遍历
1,1.5,103,查找
1,3.0,104,链式存储
1,5.0,105,最小生成树
1,4.0,106,邻接表法
1,2.5,107,稠密图
1,3.5,108,伪随机序列法
1,3.0,109,非线性结构
1,3.0,110,结点的深度
1,3.0,111,静态链表
1,2.0,112,结构数组
1,4.0,113,折半查找
1,3.5,114,插入排序
1,3.0,115,队头
1,3.0,116,单链表的基本操作
1,3.5,117,子串
1,3.5,118,排序
1,2.0,119,距离
1,3.0,120,单链表按值查找表结点
1,2.0,121,数字分析法
1,2.5,122,并查集
1,4.0,123,生成深林
1,3.0,124,队列
1,3.0,125,单链表按序号查找结点值
1,4.0,126,顺序栈的实现
1,3.5,127,链式队列判空
1,5.0,128,图的应用
1,3.5,129,哈希存储
1,5.0,130,二叉排序树的插入
1,5.0,131,Kruskal算法
1,5.0,132,生成树
1,3.0,133,线性表按位查找
1,2.0,134,内部排序
1,3.0,135,顺序查找
1,4.0,136,模式匹配算法
1,3.0,137,静态查找表
1,5.0,138,Floyd算法
1,1.0,139,逻辑结构
1,4.0,140,时间复杂度
1,2.0,141,线性结构
1,5.0,142,满二叉树
1,4.0,143,邻接矩阵法
1,3.5,144,顶点的度
1,1.5,145,一维数组
1,5.0,146,先序线索二叉树
1,3.0,147,入度
1,3.5,148,链式队列初始化
1,2.5,149,简单图
1,4.0,15,RL平衡旋转
1,3.0,151,顺序表的基本操作
1,3.0,152,串长
1,3.5,153,开放地址法
1,3.5,154,平方探测法
1,3.5,155,折半插入排序
1,4.0,156,树的高度
1,2.0,157,查找的基本概念
1,3.0,158,双链表的插入
1,3.5,159,平方取中法
1,3.0,160,链式队列
1,2.0,161,树的基本术语
1,2.5,162,强连通分量
1,3.0,163,链表
1,5.0,164,二叉树
1,4.0,165,孩子兄弟表示法
1,3.5,166,二叉树的顺序存储结构
1,4.5,167,LL平衡旋转
1,1.0,168,有穷性
1,3.0,169,求线性表长
1,1.0,170,可行性
1,3.0,171,队列的基本概念
1,5.0,172,图形结构
1,3.5,173,散列结构
1,5.0,174,先序遍历
1,4.0,175,顺序栈的基本运算
1,5.0,176,中序线索二叉树
1,2.5,177,空间复杂度
1,2.0,178,索引存储
1,4.0,179,稀疏矩阵
1,4.5,180,B树
1,0.5,181,输出
1,0.5,182,物理结构
1,0.0,183,数值数组
1,4.5,184,RR平衡旋转
1,3.0,185,有向树
1,3.0,186,双链表的删除
1,4.5,187,LR平衡旋转
1,3.5,188,选择排序
1,3.0,189,循环单链表
1,4.5,190,平均查找长度
1,5.0,191,树形结构
1,3.5,192,主串
1,5.0,193,二叉树的遍历
1,5.0,194,树的基本概念
1,5.0,195,图的基本操作
1,3.0,196,出度
1,3.5,197,直接插入排序
1,4.0,198,快速排序
1,3.0,199,顺序表的插入
1,5.0,20,完全二叉树
1,3.5,201,直接定址法
1,3.5,202,冒泡排序
1,5.0,203,线索二叉树
1,3.0,204,队
1,5.0,205,树的定义
1,1.5,206,数组
1,5.0,207,二叉排序树的查找
1,3.5,208,十字链表
1,3.0,209,双链表
1,2.5,210,简单路径
1,4.0,211,堆
1,3.0,212,线性表
1,3.5,213,共享栈
1,3.0,214,队尾
1,3.0,215,串的存储结构
1,3.0,216,串的基本概念
1,5.0,217,广度优先遍历
1,3.5,218,AOV网
1,2.0,219,查找表
1,5.0,220,路径长度
1,4.0,221,栈的定义
1,3.5,222,头插法建立单链表
1,3.0,223,循环队列
1,4.0,224,树的度
1,2.5,225,线性表的定义
1,5.0,226,平衡二叉树的插入
1,5.0,227,拓扑排序
1,5.0,228,二叉排序树的定义
1,4.0,229,堆排序
1,3.0,230,顺序表的定义
1,3.0,231,线性表按值查找
1,3.5,232,基数排序
1,2.5,233,子图
1,0.5,234,字符数组
1,5.0,235,平衡二叉树的定义
2,2.0,1,输入
2,2.0,2,算法效率      
2,5.0,3,顺序存储      
2,3.0,4,后序线索二叉树
2,5.0,5,双亲表示法    
2,3.5,6,栈的基本操作  
2,1.5,7,层次遍历      
2,4.0,8,检索
2,2.0,9,二叉平衡树
2,2.5,10,多路归并排序
2,2.5,11,散列函数的构造方法
2,5.0,12,希尔排序
2,0.0,13,插入
2,5.0,14,图的存储
2,1.5,15,数据结构
2,0.5,16,无向图
2,4.0,17,关键路径
2,4.5,18,树
2,5.0,19,Dijkstra算法
2,0.0,20,稀疏图
2,4.5,21,路径
2,5.0,22,线性探测法
2,4.5,23,有向图
2,2.5,24,多维数组
2,1.0,25,强连通图
2,4.0,26,B+树
2,3.5,27,栈
2,3.0,28,定长顺序存储
2,4.0,29,多重图
2,0.0,30,连通图
2,5.0,31,顺序栈
2,2.0,32,权
2,0.0,33,块链存储
2,3.0,34,孩子表示法
2,2.5,35,邻接多重表
2,3.0,36,存储结构
2,4.5,37,算法
2,2.5,38,顺序表的删除
2,0.0,39,二叉排序树的构造
2,2.0,40,AOE网
2,0.5,41,关键字
2,3.0,42,再散列法
2,1.5,43,处理冲突的方法
2,3.5,44,单链表的定义
2,3.5,45,链栈
2,0.5,46,网
2,0.0,47,后序遍历
2,3.0,48,除留余数法
2,0.5,49,串
2,2.5,5,无序树
2,3.0,51,完全图
2,2.5,52,图的遍历
2,0.0,53,线性表的基本操作
2,4.5,54,哈夫曼编码
2,1.5,55,散列函数
2,2.0,56,简单回路
2,2.5,57,哈夫曼树的定义
2,4.0,58,哈夫曼树的构造
2,1.5,59,堆分配存储
2,3.5,60,双链表的基本操作
2,3.0,61,链式队列的基本操作
2,1.0,62,最短路径
2,3.5,63,散列表
2,2.5,64,删除
2,4.5,65,KMP算法
2,5.0,66,广义表
2,0.5,67,中序遍历
2,4.5,68,二叉排序树
2,4.5,69,连通
2,5.0,70,有序树
2,2.0,71,二叉排序树的删除
2,1.0,72,外部排序
2,2.0,73,Prim算法
2,1.5,74,循环链表
2,3.0,75,双端队列
2,4.0,76,哈夫曼树
2,4.5,77,简单选择排序
2,3.5,78,二叉树的链式存储结构
2,1.0,79,确定性
2,1.5,80,压缩存储
2,5.0,81,连通分量
2,1.5,82,交换排序
2,3.5,83,单链表
2,4.5,84,更新
2,5.0,85,结点的高度
2,5.0,86,结点的度
2,0.5,87,回路
2,2.5,88,指针数组
2,4.0,89,图的定义
2,2.5,90,平衡二叉树
2,2.5,91,平衡二叉树的查找
2,2.0,92,顺序表
2,2.5,93,循环双链表
2,1.0,94,归并排序
2,3.0,95,初始化线性表
2,0.5,96,暴力匹配算法
2,1.5,97,尾插法建立单链表
2,4.5,98,集合
2,5.0,99,图
2,3.0,10,分块查找
2,1.5,101,拉链法
2,3.5,102,深度优先遍历
2,4.5,103,查找
2,3.0,104,链式存储
2,1.0,105,最小生成树
2,3.5,106,邻接表法
2,3.5,107,稠密图
2,3.0,108,伪随机序列法
2,3.5,109,非线性结构
2,3.0,110,结点的深度
2,2.0,111,静态链表
2,0.0,112,结构数组
2,4.5,113,折半查找
2,5.0,114,插入排序
2,4.0,115,队头
2,2.5,116,单链表的基本操作
2,2.0,117,子串
2,5.0,118,排序
2,0.0,119,距离
2,3.5,120,单链表按值查找表结点
2,4.5,121,数字分析法
2,1.5,122,并查集
2,4.5,123,生成深林
2,3.0,124,队列
2,3.0,125,单链表按序号查找结点值
2,0.5,126,顺序栈的实现
2,1.5,127,链式队列判空
2,0.5,128,图的应用
2,2.0,129,哈希存储
2,2.5,130,二叉排序树的插入
2,5.0,131,Kruskal算法
2,3.5,132,生成树
2,2.0,133,线性表按位查找
2,3.0,134,内部排序
2,3.0,135,顺序查找
2,4.0,136,模式匹配算法
2,5.0,137,静态查找表
2,0.5,138,Floyd算法
2,4.0,139,逻辑结构
2,0.5,140,时间复杂度
2,4.5,141,线性结构
2,2.5,142,满二叉树
2,4.5,143,邻接矩阵法
2,4.5,144,顶点的度
2,4.5,145,一维数组
2,3.0,146,先序线索二叉树
2,4.5,147,入度
2,2.5,148,链式队列初始化
2,0.0,149,简单图
2,0.5,15,RL平衡旋转
2,3.5,151,顺序表的基本操作
2,0.5,152,串长
2,3.5,153,开放地址法
2,2.5,154,平方探测法
2,0.5,155,折半插入排序
2,3.5,156,树的高度
2,3.5,157,查找的基本概念
2,3.0,158,双链表的插入
2,5.0,159,平方取中法
2,4.5,160,链式队列
2,0.0,161,树的基本术语
2,2.0,162,强连通分量
2,2.0,163,链表
2,1.5,164,二叉树
2,5.0,165,孩子兄弟表示法
2,3.0,166,二叉树的顺序存储结构
2,0.0,167,LL平衡旋转
2,5.0,168,有穷性
2,0.5,169,求线性表长
2,3.5,170,可行性
2,4.0,171,队列的基本概念
2,0.0,172,图形结构
2,4.0,173,散列结构
2,0.5,174,先序遍历
2,5.0,175,顺序栈的基本运算
2,2.5,176,中序线索二叉树
2,2.0,177,空间复杂度
2,0.0,178,索引存储
2,4.5,179,稀疏矩阵
2,1.5,180,B树
2,0.5,181,输出
2,5.0,182,物理结构
2,5.0,183,数值数组
2,4.0,184,RR平衡旋转
2,4.5,185,有向树
2,4.0,186,双链表的删除
2,2.5,187,LR平衡旋转
2,0.0,188,选择排序
2,1.0,189,循环单链表
2,4.5,190,平均查找长度
2,3.0,191,树形结构
2,0.0,192,主串
2,4.0,193,二叉树的遍历
2,3.5,194,树的基本概念
2,1.0,195,图的基本操作
2,0.0,196,出度
2,0.0,197,直接插入排序
2,0.0,198,快速排序
2,5.0,199,顺序表的插入
2,1.5,20,完全二叉树
2,2.5,201,直接定址法
2,5.0,202,冒泡排序
2,0.5,203,线索二叉树
2,2.0,204,队
2,1.5,205,树的定义
2,3.5,206,数组
2,3.5,207,二叉排序树的查找
2,1.5,208,十字链表
2,3.5,209,双链表
2,4.0,210,简单路径
2,2.0,211,堆
2,3.5,212,线性表
2,3.5,213,共享栈
2,1.5,214,队尾
2,2.0,215,串的存储结构
2,4.0,216,串的基本概念
2,1.0,217,广度优先遍历
2,4.5,218,AOV网
2,1.5,219,查找表
2,5.0,220,路径长度
2,2.5,221,栈的定义
2,2.5,222,头插法建立单链表
2,3.0,223,循环队列
2,0.5,224,树的度
2,0.5,225,线性表的定义
2,0.0,226,平衡二叉树的插入
2,4.5,227,拓扑排序
2,4.0,228,二叉排序树的定义
2,5.0,229,堆排序
2,2.5,230,顺序表的定义
2,5.0,231,线性表按值查找
2,4.5,232,基数排序
2,4.5,233,子图
2,4.0,234,字符数组
2,2.5,235,平衡二叉树的定义
3,4.5,1,输入
3,4.5,2,算法效率
3,1.5,3,顺序存储
3,2.5,4,后序线索二叉树
3,0.5,5,双亲表示法
3,4.5,6,栈的基本操作
3,1.5,7,层次遍历
3,4.5,8,检索
3,1.0,9,二叉平衡树
3,3.5,10,多路归并排序
3,3.0,11,散列函数的构造方法
3,5.0,12,希尔排序
3,3.0,13,插入
3,0.5,14,图的存储
3,5.0,15,数据结构
3,4.5,16,无向图
3,4.0,17,关键路径
3,3.5,18,树
3,0.0,19,Dijkstra算法
3,4.5,20,稀疏图
3,1.0,21,路径
3,4.0,22,线性探测法
3,3.5,23,有向图
3,1.5,24,多维数组
3,4.0,25,强连通图
3,0.5,26,B+树
3,1.5,27,栈
3,1.5,28,定长顺序存储
3,5.0,29,多重图
3,3.0,30,连通图
3,2.5,31,顺序栈
3,1.5,32,权
3,1.0,33,块链存储
3,4.0,34,孩子表示法
3,0.0,35,邻接多重表
3,4.0,36,存储结构
3,0.5,37,算法
3,3.5,38,顺序表的删除
3,2.0,39,二叉排序树的构造
3,5.0,40,AOE网
3,1.0,41,关键字
3,3.0,42,再散列法
3,4.0,43,处理冲突的方法
3,2.5,44,单链表的定义
3,2.5,45,链栈
3,1.5,46,网
3,0.5,47,后序遍历
3,1.0,48,除留余数法
3,1.5,49,串
3,5.0,5,无序树
3,2.5,51,完全图
3,4.0,52,图的遍历
3,3.0,53,线性表的基本操作
3,2.5,54,哈夫曼编码
3,3.5,55,散列函数
3,1.0,56,简单回路
3,1.5,57,哈夫曼树的定义
3,3.5,58,哈夫曼树的构造
3,2.0,59,堆分配存储
3,1.0,60,双链表的基本操作
3,2.0,61,链式队列的基本操作
3,1.5,62,最短路径
3,3.5,63,散列表
3,0.5,64,删除
3,4.0,65,KMP算法
3,4.5,66,广义表
3,4.5,67,中序遍历
3,2.0,68,二叉排序树
3,3.5,69,连通
3,4.0,70,有序树
3,4.5,71,二叉排序树的删除
3,3.5,72,外部排序
3,5.0,73,Prim算法
3,3.0,74,循环链表
3,3.0,75,双端队列
3,4.0,76,哈夫曼树
3,1.5,77,简单选择排序
3,5.0,78,二叉树的链式存储结构
3,0.5,79,确定性
3,3.5,80,压缩存储
3,1.0,81,连通分量
3,4.0,82,交换排序
3,2.5,83,单链表
3,1.0,84,更新
3,3.5,85,结点的高度
3,4.5,86,结点的度
3,4.0,87,回路
3,2.0,88,指针数组
3,0.0,89,图的定义
3,0.0,90,平衡二叉树
3,1.5,91,平衡二叉树的查找
3,4.5,92,顺序表
3,4.5,93,循环双链表
3,2.0,94,归并排序
3,3.5,95,初始化线性表
3,0.0,96,暴力匹配算法
3,1.5,97,尾插法建立单链表
3,0.0,98,集合
3,2.0,99,图
3,3.5,10,分块查找
3,4.5,101,拉链法
3,3.0,102,深度优先遍历
3,5.0,103,查找
3,3.5,104,链式存储
3,4.5,105,最小生成树
3,0.5,106,邻接表法
3,1.0,107,稠密图
3,0.5,108,伪随机序列法
3,2.5,109,非线性结构
3,4.0,110,结点的深度
3,5.0,111,静态链表
3,0.5,112,结构数组
3,3.0,113,折半查找
3,4.5,114,插入排序
3,5.0,115,队头
3,4.5,116,单链表的基本操作
3,5.0,117,子串
3,5.0,118,排序
3,1.5,119,距离
3,5.0,120,单链表按值查找表结点
3,0.5,121,数字分析法
3,1.5,122,并查集
3,0.5,123,生成深林
3,3.5,124,队列
3,5.0,125,单链表按序号查找结点值
3,5.0,126,顺序栈的实现
3,2.0,127,链式队列判空
3,3.0,128,图的应用
3,4.5,129,哈希存储
3,0.5,130,二叉排序树的插入
3,2.5,131,Kruskal算法
3,1.0,132,生成树
3,4.0,133,线性表按位查找
3,3.5,134,内部排序
3,3.0,135,顺序查找
3,2.0,136,模式匹配算法
3,2.5,137,静态查找表
3,4.5,138,Floyd算法
3,4.0,139,逻辑结构
3,3.5,140,时间复杂度
3,3.0,141,线性结构
3,2.5,142,满二叉树
3,4.0,143,邻接矩阵法
3,0.5,144,顶点的度
3,0.5,145,一维数组
3,4.0,146,先序线索二叉树
3,2.0,147,入度
3,1.0,148,链式队列初始化
3,2.0,149,简单图
3,5.0,15,RL平衡旋转
3,0.0,151,顺序表的基本操作
3,4.5,152,串长
3,4.5,153,开放地址法
3,4.5,154,平方探测法
3,5.0,155,折半插入排序
3,0.0,156,树的高度
3,5.0,157,查找的基本概念
3,0.0,158,双链表的插入
3,0.0,159,平方取中法
3,4.5,160,链式队列
3,2.0,161,树的基本术语
3,4.5,162,强连通分量
3,2.0,163,链表
3,3.0,164,二叉树
3,4.5,165,孩子兄弟表示法
3,0.5,166,二叉树的顺序存储结构
3,0.0,167,LL平衡旋转
3,1.5,168,有穷性
3,2.0,169,求线性表长
3,3.0,170,可行性
3,0.0,171,队列的基本概念
3,5.0,172,图形结构
3,5.0,173,散列结构
3,0.0,174,先序遍历
3,2.0,175,顺序栈的基本运算
3,3.0,176,中序线索二叉树
3,5.0,177,空间复杂度
3,2.0,178,索引存储
3,2.0,179,稀疏矩阵
3,0.5,180,B树
3,4.0,181,输出
3,1.5,182,物理结构
3,1.0,183,数值数组
3,0.0,184,RR平衡旋转
3,3.0,185,有向树
3,3.0,186,双链表的删除
3,2.5,187,LR平衡旋转
3,2.0,188,选择排序
3,1.0,189,循环单链表
3,4.0,190,平均查找长度
3,4.5,191,树形结构
3,2.0,192,主串
3,5.0,193,二叉树的遍历
3,5.0,194,树的基本概念
3,1.5,195,图的基本操作
3,0.0,196,出度
3,0.0,197,直接插入排序
3,3.5,198,快速排序
3,4.5,199,顺序表的插入
3,5.0,20,完全二叉树
3,3.0,201,直接定址法
3,1.5,202,冒泡排序
3,2.5,203,线索二叉树
3,2.5,204,队
3,4.0,205,树的定义
3,0.5,206,数组
3,2.5,207,二叉排序树的查找
3,3.0,208,十字链表
3,4.5,209,双链表
3,1.5,210,简单路径
3,0.5,211,堆
3,4.5,212,线性表
3,0.5,213,共享栈
3,4.5,214,队尾
3,0.0,215,串的存储结构
3,2.0,216,串的基本概念
3,2.5,217,广度优先遍历
3,3.5,218,AOV网
3,0.5,219,查找表
3,0.5,220,路径长度
3,3.5,221,栈的定义
3,1.5,222,头插法建立单链表
3,0.5,223,循环队列
3,4.5,224,树的度
3,3.5,225,线性表的定义
3,1.5,226,平衡二叉树的插入
3,4.5,227,拓扑排序
3,2.0,228,二叉排序树的定义
3,4.0,229,堆排序
3,4.0,230,顺序表的定义
3,1.0,231,线性表按值查找
3,0.0,232,基数排序
3,3.5,233,子图
3,3.0,234,字符数组
3,2.0,235,平衡二叉树的定义
4,4.5,1,输入
4,1.0,2,算法效率      
4,2.0,3,顺序存储      
4,2.5,4,后序线索二叉树
4,3.0,5,双亲表示法    
4,4.5,6,栈的基本操作  
4,5.0,7,层次遍历      
4,3.5,8,检索
4,1.0,9,二叉平衡树
4,5.0,10,多路归并排序
4,1.5,11,散列函数的构造方法
4,5.0,12,希尔排序
4,2.0,13,插入
4,5.0,14,图的存储
4,2.5,15,数据结构
4,0.5,16,无向图
4,3.5,17,关键路径
4,2.0,18,树
4,3.0,19,Dijkstra算法
4,4.0,20,稀疏图
4,0.0,21,路径
4,1.0,22,线性探测法
4,1.0,23,有向图
4,2.5,24,多维数组
4,5.0,25,强连通图
4,2.0,26,B+树
4,0.0,27,栈
4,5.0,28,定长顺序存储
4,3.5,29,多重图
4,5.0,30,连通图
4,2.5,31,顺序栈
4,1.0,32,权
4,4.5,33,块链存储
4,1.0,34,孩子表示法
4,4.0,35,邻接多重表
4,1.0,36,存储结构
4,1.0,37,算法
4,3.0,38,顺序表的删除
4,1.5,39,二叉排序树的构造
4,2.5,40,AOE网
4,4.5,41,关键字
4,5.0,42,再散列法
4,1.0,43,处理冲突的方法
4,2.5,44,单链表的定义
4,0.5,45,链栈
4,5.0,46,网
4,4.0,47,后序遍历
4,2.0,48,除留余数法
4,2.0,49,串
4,0.5,5,无序树
4,3.5,51,完全图
4,3.0,52,图的遍历
4,4.0,53,线性表的基本操作
4,1.5,54,哈夫曼编码
4,2.0,55,散列函数
4,3.0,56,简单回路
4,4.5,57,哈夫曼树的定义
4,1.5,58,哈夫曼树的构造
4,4.5,59,堆分配存储
4,5.0,60,双链表的基本操作
4,0.0,61,链式队列的基本操作
4,4.0,62,最短路径
4,2.5,63,散列表
4,3.5,64,删除
4,3.5,65,KMP算法
4,1.0,66,广义表
4,0.0,67,中序遍历
4,3.5,68,二叉排序树
4,5.0,69,连通
4,0.5,70,有序树
4,4.5,71,二叉排序树的删除
4,3.5,72,外部排序
4,0.0,73,Prim算法
4,3.5,74,循环链表
4,3.5,75,双端队列
4,0.0,76,哈夫曼树
4,5.0,77,简单选择排序
4,0.5,78,二叉树的链式存储结构
4,4.0,79,确定性
4,4.5,80,压缩存储
4,4.0,81,连通分量
4,3.5,82,交换排序
4,1.0,83,单链表
4,3.5,84,更新
4,1.0,85,结点的高度
4,2.5,86,结点的度
4,5.0,87,回路
4,4.5,88,指针数组
4,4.5,89,图的定义
4,2.5,90,平衡二叉树
4,2.0,91,平衡二叉树的查找
4,3.0,92,顺序表
4,5.0,93,循环双链表
4,1.0,94,归并排序
4,4.0,95,初始化线性表
4,3.5,96,暴力匹配算法
4,4.5,97,尾插法建立单链表
4,2.0,98,集合
4,1.0,99,图
4,4.5,10,分块查找
4,1.5,101,拉链法
4,1.0,102,深度优先遍历
4,1.0,103,查找
4,3.0,104,链式存储
4,4.0,105,最小生成树
4,3.5,106,邻接表法
4,3.5,107,稠密图
4,3.5,108,伪随机序列法
4,0.5,109,非线性结构
4,1.0,110,结点的深度
4,5.0,111,静态链表
4,1.5,112,结构数组
4,2.5,113,折半查找
4,0.0,114,插入排序
4,5.0,115,队头
4,2.0,116,单链表的基本操作
4,0.5,117,子串
4,4.5,118,排序
4,3.5,119,距离
4,3.0,120,单链表按值查找表结点
4,3.0,121,数字分析法
4,0.5,122,并查集
4,0.5,123,生成深林
4,2.0,124,队列
4,4.0,125,单链表按序号查找结点值
4,5.0,126,顺序栈的实现
4,4.0,127,链式队列判空
4,3.0,128,图的应用
4,4.0,129,哈希存储
4,4.5,130,二叉排序树的插入
4,2.0,131,Kruskal算法
4,0.0,132,生成树
4,4.0,133,线性表按位查找
4,0.0,134,内部排序
4,4.0,135,顺序查找
4,2.5,136,模式匹配算法
4,4.0,137,静态查找表
4,3.5,138,Floyd算法
4,2.5,139,逻辑结构
4,0.0,140,时间复杂度
4,5.0,141,线性结构
4,3.5,142,满二叉树
4,3.5,143,邻接矩阵法
4,5.0,144,顶点的度
4,0.0,145,一维数组
4,4.0,146,先序线索二叉树
4,4.0,147,入度
4,4.0,148,链式队列初始化
4,1.5,149,简单图
4,3.0,15,RL平衡旋转
4,2.5,151,顺序表的基本操作
4,0.5,152,串长
4,0.0,153,开放地址法
4,1.5,154,平方探测法
4,4.5,155,折半插入排序
4,3.0,156,树的高度
4,4.0,157,查找的基本概念
4,3.5,158,双链表的插入
4,3.5,159,平方取中法
4,3.0,160,链式队列
4,1.0,161,树的基本术语
4,1.5,162,强连通分量
4,0.0,163,链表
4,2.0,164,二叉树
4,5.0,165,孩子兄弟表示法
4,1.0,166,二叉树的顺序存储结构
4,2.5,167,LL平衡旋转
4,0.5,168,有穷性
4,1.0,169,求线性表长
4,4.5,170,可行性
4,3.5,171,队列的基本概念
4,2.5,172,图形结构
4,4.5,173,散列结构
4,4.0,174,先序遍历
4,3.5,175,顺序栈的基本运算
4,1.5,176,中序线索二叉树
4,0.5,177,空间复杂度
4,1.5,178,索引存储
4,1.0,179,稀疏矩阵
4,0.0,180,B树
4,0.0,181,输出
4,2.5,182,物理结构
4,3.5,183,数值数组
4,0.0,184,RR平衡旋转
4,1.0,185,有向树
4,1.0,186,双链表的删除
4,4.5,187,LR平衡旋转
4,1.0,188,选择排序
4,1.0,189,循环单链表
4,2.0,190,平均查找长度
4,2.0,191,树形结构
4,3.0,192,主串
4,4.0,193,二叉树的遍历
4,5.0,194,树的基本概念
4,3.5,195,图的基本操作
4,4.0,196,出度
4,3.5,197,直接插入排序
4,4.0,198,快速排序
4,2.5,199,顺序表的插入
4,2.5,20,完全二叉树
4,5.0,201,直接定址法
4,0.5,202,冒泡排序
4,1.5,203,线索二叉树
4,0.5,204,队
4,2.0,205,树的定义
4,1.0,206,数组
4,3.5,207,二叉排序树的查找
4,5.0,208,十字链表
4,4.5,209,双链表
4,2.0,210,简单路径
4,4.0,211,堆
4,0.5,212,线性表
4,3.0,213,共享栈
4,4.0,214,队尾
4,4.5,215,串的存储结构
4,1.5,216,串的基本概念
4,1.5,217,广度优先遍历
4,0.5,218,AOV网
4,4.0,219,查找表
4,2.0,220,路径长度
4,0.5,221,栈的定义
4,4.5,222,头插法建立单链表
4,4.5,223,循环队列
4,3.5,224,树的度
4,4.0,225,线性表的定义
4,0.0,226,平衡二叉树的插入
4,0.5,227,拓扑排序
4,3.0,228,二叉排序树的定义
4,3.5,229,堆排序
4,1.0,230,顺序表的定义
4,4.5,231,线性表按值查找
4,5.0,232,基数排序
4,1.5,233,子图
4,2.5,234,字符数组
4,4.0,235,平衡二叉树的定义
5,2.0,1,输入
5,4.5,2,算法效率
5,4.5,3,顺序存储
5,1.0,4,后序线索二叉树
5,2.5,5,双亲表示法
5,4.5,6,栈的基本操作
5,3.0,7,层次遍历
5,0.5,8,检索
5,0.0,9,二叉平衡树
5,0.0,10,多路归并排序
5,0.0,11,散列函数的构造方法
5,4.0,12,希尔排序
5,3.5,13,插入
5,5.0,14,图的存储
5,2.5,15,数据结构
5,2.0,16,无向图
5,2.0,17,关键路径
5,4.5,18,树
5,1.5,19,Dijkstra算法
5,3.5,20,稀疏图
5,1.0,21,路径
5,1.5,22,线性探测法
5,5.0,23,有向图
5,3.5,24,多维数组
5,3.0,25,强连通图
5,1.5,26,B+树
5,3.5,27,栈
5,3.5,28,定长顺序存储
5,2.0,29,多重图
5,4.0,30,连通图
5,4.5,31,顺序栈
5,5.0,32,权
5,0.5,33,块链存储
5,1.5,34,孩子表示法
5,5.0,35,邻接多重表
5,2.5,36,存储结构
5,3.5,37,算法
5,3.0,38,顺序表的删除
5,4.5,39,二叉排序树的构造
5,3.5,40,AOE网
5,3.0,41,关键字
5,5.0,42,再散列法
5,5.0,43,处理冲突的方法
5,4.0,44,单链表的定义
5,4.0,45,链栈
5,3.5,46,网
5,3.5,47,后序遍历
5,4.0,48,除留余数法
5,4.0,49,串
5,4.0,5,无序树
5,4.0,51,完全图
5,4.0,52,图的遍历
5,1.5,53,线性表的基本操作
5,2.0,54,哈夫曼编码
5,4.0,55,散列函数
5,2.0,56,简单回路
5,1.5,57,哈夫曼树的定义
